"Respondent","OpSys"
30552,"Linux-based"
30555,"Linux-based"
30558,"Windows"
30560,"Linux-based"
30561,"Windows"
30567,"MacOS"
30573,"MacOS"
30576,"Windows"
30578,"Windows"
30589,"Windows"
30609,"MacOS"
30610,"Windows"
30613,"Linux-based"
30622,"Windows"
30623,"Linux-based"
30626,"Windows"
30632,"Windows"
30638,"Windows"
30640,"Windows"
30647,"Linux-based"
30651,"Windows"
30656,"Windows"
30658,"Linux-based"
30660,"Windows"
30665,"MacOS"
30676,"MacOS"
30677,"Windows"
30678,"Windows"
30681,"MacOS"
30695,"MacOS"
30696,"Windows"
30698,NA
30705,"Windows"
30709,"Linux-based"
30710,"Windows"
30717,"Windows"
30721,"MacOS"
30728,"Windows"
30738,"Windows"
30740,"Windows"
30742,"MacOS"
30747,"MacOS"
30755,"Windows"
30771,"Windows"
30774,"Windows"
30775,"Linux-based"
30777,"Windows"
30801,"Windows"
30809,"Linux-based"
30811,NA
30813,"Linux-based"
30826,"MacOS"
30828,"Windows"
30830,"Linux-based"
30832,"Windows"
30839,"MacOS"
30841,"Linux-based"
30849,"Linux-based"
30855,"Linux-based"
30856,"Windows"
30862,"MacOS"
30865,"Windows"
30871,"Windows"
30881,"MacOS"
30888,"Windows"
30892,"Linux-based"
30897,"MacOS"
30902,"Windows"
30916,"Windows"
30923,"MacOS"
30924,"MacOS"
30926,"Windows"
30928,"Windows"
30941,"MacOS"
30943,"MacOS"
30944,"Windows"
30951,"Windows"
30954,"Linux-based"
30955,"Linux-based"
30957,"Windows"
30964,"Windows"
30967,"MacOS"
30993,"Windows"
30995,"Linux-based"
30997,"Linux-based"
31003,"MacOS"
31004,"Linux-based"
31006,"Windows"
31013,"Windows"
31016,"Linux-based"
31040,"MacOS"
31047,"Linux-based"
31052,"Windows"
31055,"Windows"
31057,"Windows"
31059,"Windows"
31062,"Windows"
31063,"Linux-based"
31065,"Windows"
31067,"Windows"
31068,"Windows"
31069,"Windows"
31070,"Windows"
31076,"Windows"
31083,"Linux-based"
31089,"MacOS"
31090,"MacOS"
31095,"MacOS"
31096,"Linux-based"
31098,"Windows"
31101,"MacOS"
31121,"MacOS"
31124,"Linux-based"
31129,"Linux-based"
31147,"Windows"
31159,"Linux-based"
31160,"Windows"
31165,"Windows"
31183,"Windows"
31188,"Linux-based"
31198,"Linux-based"
31207,"Windows"
31210,"MacOS"
31221,"Windows"
31222,"Linux-based"
31223,"Windows"
31231,"Windows"
31242,"Windows"
31266,"Windows"
31267,"MacOS"
31274,"MacOS"
31275,"MacOS"
31276,"Windows"
31282,"Linux-based"
31283,"Linux-based"
31285,"Windows"
31289,"Windows"
31292,NA
31295,"Windows"
31304,"MacOS"
31318,"Linux-based"
31323,"Windows"
31345,"Windows"
31352,"Linux-based"
31357,"MacOS"
31364,"Linux-based"
31366,"Windows"
31367,"Windows"
31368,NA
31372,"Linux-based"
31374,"MacOS"
31377,"MacOS"
31398,"Windows"
31399,"Linux-based"
31407,"Linux-based"
31408,"Windows"
31413,"MacOS"
31423,"Windows"
31427,"MacOS"
31431,"Linux-based"
31432,"Windows"
31433,"Linux-based"
31449,"MacOS"
31455,"Linux-based"
31469,"Linux-based"
31479,"Linux-based"
31486,"Windows"
31490,"MacOS"
31493,"Windows"
31498,"Windows"
31505,"Windows"
31518,"MacOS"
31519,"Linux-based"
31520,"Linux-based"
31523,"MacOS"
31524,"Linux-based"
31535,"Windows"
31536,"Linux-based"
31537,"MacOS"
31541,"Windows"
31542,"MacOS"
31546,"Windows"
31548,"Windows"
31552,"Linux-based"
31558,"Windows"
31564,"Windows"
31565,"Windows"
31571,"Windows"
31572,"Windows"
31592,"Linux-based"
31596,"Windows"
31600,"Linux-based"
31604,"Windows"
31609,"Linux-based"
31614,"Windows"
31621,"Linux-based"
31625,"Linux-based"
31627,"Windows"
31629,"MacOS"
31632,"Linux-based"
31636,"Linux-based"
31637,"MacOS"
31640,"MacOS"
31644,"Windows"
31655,"Windows"
31659,"MacOS"
31660,"MacOS"
31669,"MacOS"
31674,"Linux-based"
31678,"Windows"
31697,"Windows"
31704,"Linux-based"
31719,"Windows"
31725,"Windows"
31727,"MacOS"
31738,"Linux-based"
31739,"MacOS"
31741,"Linux-based"
31742,"Linux-based"
31758,"Linux-based"
31762,"MacOS"
31765,"Windows"
31767,"Windows"
31771,"Windows"
31797,"MacOS"
31802,"Windows"
31805,"Windows"
31813,"Windows"
31814,"Linux-based"
31816,"Linux-based"
31822,"MacOS"
31831,"Windows"
31833,"Windows"
31836,"Windows"
31840,"Linux-based"
31842,"Linux-based"
31848,"MacOS"
31860,"MacOS"
31869,"Windows"
31873,"Windows"
31879,"Windows"
31889,"Linux-based"
31899,"MacOS"
31900,"Windows"
31904,"Linux-based"
31926,"Linux-based"
31934,"MacOS"
31935,"Linux-based"
31959,"Windows"
31962,"MacOS"
31964,"Windows"
31972,"Windows"
31976,"MacOS"
31978,"Windows"
31979,"Windows"
31985,"Windows"
31986,"Windows"
31989,"Windows"
32001,"Windows"
32006,"Windows"
32025,"MacOS"
32026,"Windows"
32028,"Windows"
32043,"MacOS"
32047,"MacOS"
32048,"Windows"
32054,"Windows"
32057,"Windows"
32058,"Windows"
32066,"Linux-based"
32082,"MacOS"
32085,"Linux-based"
32099,"Windows"
32100,"Linux-based"
32108,"Linux-based"
32110,"Windows"
32115,"MacOS"
32116,"Windows"
32124,"Linux-based"
32133,"Linux-based"
32136,"MacOS"
32138,"Windows"
32147,"Linux-based"
32150,"MacOS"
32178,"Windows"
32179,"Windows"
32189,"Windows"
32196,"MacOS"
32200,"Windows"
32201,"Linux-based"
32212,"Linux-based"
32221,"MacOS"
32223,"Windows"
32224,"Linux-based"
32226,"Linux-based"
32231,"MacOS"
32242,"Windows"
32246,"Windows"
32250,"Linux-based"
32259,"Windows"
32261,"Windows"
32269,"Linux-based"
32289,"Windows"
32291,"Linux-based"
32294,"MacOS"
32309,"Linux-based"
32312,"MacOS"
32326,"Linux-based"
32332,"Windows"
32334,"MacOS"
32337,"Linux-based"
32344,"Linux-based"
32346,"Linux-based"
32350,"Linux-based"
32352,"Windows"
32356,"Windows"
32375,"Linux-based"
32378,"Linux-based"
32381,"Windows"
32382,"Windows"
32383,"Windows"
32385,"MacOS"
32395,"Windows"
32399,"Windows"
32401,"MacOS"
32403,"MacOS"
32407,"Linux-based"
32416,"Linux-based"
32418,"Linux-based"
32423,"Linux-based"
32428,"Windows"
32439,"Linux-based"
32446,"Linux-based"
32451,"MacOS"
32456,"MacOS"
32462,"MacOS"
32464,"MacOS"
32465,"MacOS"
32467,"Windows"
32468,"Linux-based"
32473,"Windows"
32481,"Linux-based"
32498,"Windows"
32500,"Windows"
32513,"Windows"
32515,"Linux-based"
32517,"Windows"
32519,"Windows"
32523,"Linux-based"
32526,"Linux-based"
32539,"MacOS"
32547,"Windows"
32553,"Windows"
32561,"Windows"
32569,"Windows"
32583,"Linux-based"
32592,"Windows"
32596,"MacOS"
32598,"Windows"
32608,"MacOS"
32613,"MacOS"
32616,"Windows"
32624,"Windows"
32633,"Linux-based"
32638,"Linux-based"
32641,"MacOS"
32646,"Linux-based"
32656,"Linux-based"
32657,"Linux-based"
32658,"Windows"
32662,"Linux-based"
32663,"Windows"
32664,"Linux-based"
32668,"Linux-based"
32672,"Windows"
32681,"Windows"
32686,"Linux-based"
32687,"Windows"
32691,"MacOS"
32692,"Linux-based"
32696,"Windows"
32705,"Windows"
32725,"Windows"
32734,"Windows"
32745,"Windows"
32753,"MacOS"
32754,"Windows"
32780,NA
32786,"Linux-based"
32790,"Windows"
32791,"MacOS"
32801,"Windows"
32809,"Windows"
32819,"Windows"
32847,"Linux-based"
32848,"MacOS"
32853,"Linux-based"
32859,"Windows"
32889,"MacOS"
32890,"Windows"
32893,"Windows"
32894,"Windows"
32910,"MacOS"
32918,"Windows"
32927,"Windows"
32935,"Linux-based"
32950,"Linux-based"
32953,"Windows"
32954,"Linux-based"
32958,"Linux-based"
32970,"Windows"
32976,"Windows"
32986,"Linux-based"
32999,"Windows"
33005,"MacOS"
33011,"Windows"
33022,"Windows"
33051,"Linux-based"
33053,"Linux-based"
33056,"Linux-based"
33057,"Windows"
33063,"Windows"
33066,"Windows"
33068,"Windows"
33080,"MacOS"
33084,"Windows"
33087,"Windows"
33088,"Windows"
33092,"Windows"
33094,"Linux-based"
33097,"MacOS"
33115,"Windows"
33129,"MacOS"
33136,"Linux-based"
33142,"Linux-based"
33149,"Linux-based"
33151,"Windows"
33153,"Windows"
33155,"Windows"
33162,"Linux-based"
33165,"Windows"
33190,"MacOS"
33193,"Windows"
33213,"Linux-based"
33221,"Linux-based"
33232,"Linux-based"
33236,"MacOS"
33239,"Linux-based"
33244,NA
33248,"Linux-based"
33253,"Windows"
33259,"Linux-based"
33262,"Linux-based"
33263,"Windows"
33267,"Windows"
33272,"MacOS"
33282,NA
33283,"Windows"
33289,"Windows"
33293,"Linux-based"
33297,"Windows"
33298,"MacOS"
33299,"MacOS"
33302,"Windows"
33304,"Linux-based"
33309,"Linux-based"
33318,"MacOS"
33336,"Linux-based"
33346,"Linux-based"
33357,"Windows"
33361,"Windows"
33362,"MacOS"
33364,"Windows"
33367,"Linux-based"
33375,"Windows"
33381,"Windows"
33399,"Linux-based"
33418,"Windows"
33421,"Windows"
33422,"MacOS"
33427,"MacOS"
33428,"Windows"
33433,"Windows"
33441,"Windows"
33451,"Windows"
33462,"Windows"
33470,"Linux-based"
33472,"Windows"
33480,"Linux-based"
33488,"Windows"
33490,"Windows"
33503,"Windows"
33527,"MacOS"
33541,"Windows"
33542,"Windows"
33546,"Linux-based"
33554,"MacOS"
33556,"Linux-based"
33558,"Windows"
33560,"Windows"
33563,"MacOS"
33569,"Windows"
33574,NA
33575,"Windows"
33580,"Windows"
33585,"Windows"
33587,"MacOS"
33590,"Linux-based"
33591,"Linux-based"
33604,"Windows"
33614,"MacOS"
33618,"MacOS"
33619,"Windows"
33623,"Windows"
33625,"Windows"
33632,"Linux-based"
33640,"Windows"
33641,"MacOS"
33642,"Windows"
33643,"MacOS"
33650,"Linux-based"
33655,"Linux-based"
33663,"Linux-based"
33669,"Linux-based"
33671,"Windows"
33675,"Windows"
33683,"Windows"
33690,"Linux-based"
33701,"Linux-based"
33707,"Windows"
33713,"Linux-based"
33731,"MacOS"
33736,"Windows"
33738,"Windows"
33744,"MacOS"
33764,"MacOS"
33767,"Windows"
33770,"Windows"
33772,"Linux-based"
33774,"Linux-based"
33780,"Windows"
33786,"Linux-based"
33791,"Linux-based"
33792,"MacOS"
33796,"Windows"
33809,"Windows"
33812,"Linux-based"
33813,"MacOS"
33819,"Linux-based"
33824,"Windows"
33825,"Windows"
33831,"Linux-based"
33833,"MacOS"
33838,"Linux-based"
33859,"Linux-based"
33864,"Linux-based"
33866,"Linux-based"
33868,"Windows"
33869,"Windows"
33871,"Linux-based"
33891,"Windows"
33892,"MacOS"
33893,"Windows"
33897,"Windows"
33900,"Linux-based"
33907,"Windows"
33919,"Windows"
33938,"MacOS"
33944,"Linux-based"
33948,"Windows"
33952,"Linux-based"
33958,"Windows"
33963,"Linux-based"
33964,"MacOS"
33966,"Linux-based"
33969,"MacOS"
33973,"Linux-based"
33983,"MacOS"
33985,"Windows"
33991,"MacOS"
33994,"Windows"
33996,"Linux-based"
33999,"Linux-based"
34016,"Linux-based"
34017,"Linux-based"
34020,"Linux-based"
34024,"Linux-based"
34027,"Windows"
34046,"Windows"
34050,"Linux-based"
34054,"Windows"
34057,"MacOS"
34059,"Linux-based"
34066,"Windows"
34075,"MacOS"
34083,"MacOS"
34088,"Linux-based"
34099,"Linux-based"
34100,"Windows"
34101,"Windows"
34103,"Linux-based"
34119,"Linux-based"
34121,"MacOS"
34124,"Linux-based"
34125,"Windows"
34135,"Windows"
34137,"Windows"
34140,"Windows"
34143,"Windows"
34159,"MacOS"
34167,"MacOS"
34179,"Linux-based"
34180,"Linux-based"
34190,NA
34191,"Linux-based"
34197,"Windows"
34203,"MacOS"
34205,"Linux-based"
34215,"Windows"
34225,"Linux-based"
34232,"Windows"
34233,"Windows"
34236,"Windows"
34239,"MacOS"
34244,"Windows"
34245,"MacOS"
34261,"MacOS"
34264,"Windows"
34265,NA
34267,"Windows"
34282,"Windows"
34302,"Windows"
34308,"Windows"
34313,"Windows"
34325,"MacOS"
34327,"Windows"
34342,"Windows"
34345,"MacOS"
34348,"Windows"
34349,"Windows"
34351,"Windows"
34358,"Linux-based"
34375,"Windows"
34382,"Windows"
34385,"Linux-based"
34386,"Windows"
34387,"Linux-based"
34390,"Windows"
34400,"Windows"
34410,"Windows"
34414,"Windows"
34417,"Linux-based"
34424,"Windows"
34425,"Windows"
34434,"Linux-based"
34439,"MacOS"
34450,"MacOS"
34452,"MacOS"
34462,"MacOS"
34476,"MacOS"
34482,"Windows"
34488,"MacOS"
34493,"MacOS"
34499,"Linux-based"
34500,"Linux-based"
34511,"Windows"
34523,"Linux-based"
34535,"MacOS"
34538,"MacOS"
34546,"Windows"
34547,"Windows"
34550,"Windows"
34555,"Linux-based"
34560,"Windows"
34572,"Linux-based"
34586,"Windows"
34590,"Windows"
34591,"Windows"
34604,"Linux-based"
34611,"MacOS"
34613,"Windows"
34614,"MacOS"
34621,"Windows"
34624,"Windows"
34629,"Windows"
34635,"Windows"
34641,"MacOS"
34652,"Windows"
34655,"Windows"
34659,"MacOS"
34666,"MacOS"
34667,"Windows"
34677,"Linux-based"
34686,"Windows"
34690,"Windows"
34692,"MacOS"
34696,"Windows"
34697,"Linux-based"
34707,"Windows"
34710,"MacOS"
34718,"Windows"
34725,"Windows"
34735,"Windows"
34737,"Linux-based"
34738,"Windows"
34742,"Windows"
34746,"MacOS"
34749,"Linux-based"
34765,"MacOS"
34774,"MacOS"
34779,"Linux-based"
34781,"Linux-based"
34782,"Linux-based"
34792,"MacOS"
34793,"MacOS"
34805,"Windows"
34810,"Windows"
34812,"Windows"
34813,"Windows"
34816,"Windows"
34818,NA
34823,"MacOS"
34824,"Windows"
34828,"MacOS"
34831,"Windows"
34834,"Windows"
34841,"Linux-based"
34843,"Linux-based"
34851,"Linux-based"
34863,"Linux-based"
34865,"Linux-based"
34873,"Windows"
34879,"Windows"
34881,"Windows"
34888,"MacOS"
34901,"Windows"
34903,"MacOS"
34908,"Windows"
34912,"Windows"
34922,"Windows"
34935,"MacOS"
34940,"MacOS"
34957,"Windows"
34959,"Windows"
34962,"Windows"
34964,"Linux-based"
34966,"Linux-based"
34968,"MacOS"
34970,"Linux-based"
34971,"Windows"
34979,"Windows"
34981,"Linux-based"
34985,"Windows"
34986,"MacOS"
34987,"MacOS"
34989,"Windows"
34993,"Linux-based"
34994,"MacOS"
34995,"MacOS"
34997,"Windows"
35002,"MacOS"
35004,"Linux-based"
35016,"Windows"
35024,"Linux-based"
35034,"Linux-based"
35035,"MacOS"
35036,"Windows"
35039,"MacOS"
35070,"MacOS"
35088,"MacOS"
35090,"Linux-based"
35091,"Windows"
35102,"Windows"
35105,"Windows"
35128,"Windows"
35152,"MacOS"
35153,"Windows"
35159,"Windows"
35163,"Windows"
35168,"Linux-based"
35171,"Linux-based"
35172,"Windows"
35175,"Windows"
35180,"Linux-based"
35184,"Linux-based"
35189,"MacOS"
35210,"Windows"
35216,"Windows"
35217,"Windows"
35227,"MacOS"
35231,"Windows"
35233,"Linux-based"
35235,"MacOS"
35242,"MacOS"
35244,"Windows"
35247,"Windows"
35249,"Windows"
35256,"Windows"
35260,"Linux-based"
35264,"Windows"
35276,"Windows"
35282,"Windows"
35283,"MacOS"
35284,"Windows"
35294,"Linux-based"
35300,"MacOS"
35307,"Windows"
35313,"Windows"
35323,"Windows"
35324,"Windows"
35327,"Windows"
35335,"Linux-based"
35343,"MacOS"
35344,"Linux-based"
35367,"Linux-based"
35371,"MacOS"
35375,"Windows"
35383,"Windows"
35385,"MacOS"
35391,"Linux-based"
35393,"Linux-based"
35398,"MacOS"
35407,"Windows"
35408,"MacOS"
35411,"Windows"
35421,"MacOS"
35424,"MacOS"
35426,"Windows"
35427,"MacOS"
35431,"MacOS"
35441,"Windows"
35448,"Windows"
35451,NA
35457,"Windows"
35460,"Windows"
35463,"Linux-based"
35466,"Linux-based"
35471,"Linux-based"
35478,"MacOS"
35483,"Linux-based"
35491,"Windows"
35493,"Linux-based"
35500,"Linux-based"
35502,"MacOS"
35504,"Windows"
35508,"Linux-based"
35516,"MacOS"
35517,"Linux-based"
35522,"Windows"
35524,"Linux-based"
35525,"Linux-based"
35527,"Linux-based"
35533,"Linux-based"
35544,"Windows"
35550,"Linux-based"
35553,"Windows"
35555,"Linux-based"
35559,"MacOS"
35568,"Windows"
35585,"Linux-based"
35586,"Windows"
35593,"Windows"
35604,"Windows"
35616,"Windows"
35632,"Linux-based"
35635,"Windows"
35636,"Windows"
35638,"Linux-based"
35640,"Windows"
35648,"Windows"
35650,"MacOS"
35652,"MacOS"
35653,"Linux-based"
35666,"Linux-based"
35670,"MacOS"
35679,"MacOS"
35685,"MacOS"
35688,"MacOS"
35696,"Linux-based"
35698,"BSD"
35710,"Linux-based"
35720,"Windows"
35726,"Linux-based"
35729,"Linux-based"
35740,"Windows"
35741,"Windows"
35746,"Windows"
35747,"Windows"
35762,"Windows"
35766,"Linux-based"
35774,"Linux-based"
35779,"Windows"
35790,"Windows"
35792,"Linux-based"
35794,"Windows"
35798,"MacOS"
35800,"Linux-based"
35801,"Linux-based"
35804,"Windows"
35819,"Linux-based"
35845,"MacOS"
35865,"Windows"
35870,"MacOS"
35878,"Linux-based"
35902,"Windows"
35904,"Windows"
35906,"Windows"
35914,"Linux-based"
35942,"MacOS"
35953,"Windows"
35965,"Windows"
35969,"Windows"
35971,"Windows"
35988,"Windows"
35992,"MacOS"
36001,"MacOS"
36003,"Linux-based"
36004,"Windows"
36012,"Windows"
36013,"Linux-based"
36021,"Linux-based"
36024,"Windows"
36040,"Linux-based"
36041,"MacOS"
36053,"Windows"
36057,"Windows"
36069,"Windows"
36079,"Linux-based"
36085,"Windows"
36104,"Linux-based"
36106,"Linux-based"
36111,"Linux-based"
36125,"Linux-based"
36127,"Linux-based"
36139,"Windows"
36144,"Windows"
36155,"MacOS"
36157,"Windows"
36162,"Linux-based"
36188,"Windows"
36218,"Linux-based"
36232,"Windows"
36234,"Windows"
36242,"Windows"
36254,"Windows"
36261,"Linux-based"
36263,"MacOS"
36282,"Linux-based"
36292,"Windows"
36295,"Windows"
36297,"Windows"
36301,"Windows"
36312,"Linux-based"
36316,"Linux-based"
36321,"Windows"
36334,"Windows"
36335,"Linux-based"
36343,"Windows"
36345,"Windows"
36352,"Windows"
36353,"Linux-based"
36356,NA
36363,"Linux-based"
36365,"Windows"
36376,"Windows"
36379,"MacOS"
36381,"MacOS"
36385,"Windows"
36389,"MacOS"
36394,"Windows"
36407,"Linux-based"
36408,"Windows"
36414,"Linux-based"
36416,"Linux-based"
36418,"Linux-based"
36426,"MacOS"
36427,"MacOS"
36433,"Linux-based"
36451,"MacOS"
36463,"Windows"
36464,"Windows"
36468,"MacOS"
36469,"Linux-based"
36470,"Windows"
36471,"MacOS"
36489,"Windows"
36496,"Linux-based"
36499,"Linux-based"
36504,"Linux-based"
36509,"Linux-based"
36513,"Windows"
36514,"Windows"
36520,"MacOS"
36522,"Windows"
36523,"Windows"
36524,"Linux-based"
36526,NA
36529,"Linux-based"
36532,"Windows"
36533,"Windows"
36539,"Windows"
36549,"Windows"
36564,"Linux-based"
36567,"MacOS"
36570,"Windows"
36571,"Windows"
36581,"MacOS"
36584,"Windows"
36585,"Windows"
36587,"MacOS"
36589,"Windows"
36595,"Linux-based"
36611,"Windows"
36623,"Windows"
36624,"Windows"
36626,"MacOS"
36627,"Linux-based"
36633,"Linux-based"
36636,"MacOS"
36640,"Windows"
36642,"Windows"
36643,"MacOS"
36647,"Linux-based"
36649,"MacOS"
36655,"MacOS"
36656,"Windows"
36660,"Windows"
36666,"Windows"
36670,"Linux-based"
36672,"Linux-based"
36674,"MacOS"
36679,"Windows"
36680,"Windows"
36682,"Windows"
36684,"MacOS"
36686,"Windows"
36691,"Linux-based"
36694,"Linux-based"
36696,"Windows"
36702,"MacOS"
36710,"MacOS"
36711,"Windows"
36714,"Linux-based"
36715,"MacOS"
36726,"Windows"
36731,"Linux-based"
36738,"Linux-based"
36745,"Windows"
36746,"Windows"
36748,"Windows"
36750,"Linux-based"
36754,"MacOS"
36756,"Linux-based"
36757,"Windows"
36761,"Windows"
36763,"Windows"
36765,"Windows"
36769,"Windows"
36774,"Linux-based"
36777,"Linux-based"
36781,"MacOS"
36789,"Linux-based"
36793,"Linux-based"
36799,"Windows"
36800,"MacOS"
36823,"MacOS"
36827,"Linux-based"
36828,"Windows"
36834,"Windows"
36840,"Windows"
36844,"MacOS"
36846,"Linux-based"
36853,"MacOS"
36857,"Linux-based"
36864,"Windows"
36865,"MacOS"
36877,"Linux-based"
36880,"MacOS"
36883,"Windows"
36887,"Linux-based"
36895,"MacOS"
36914,"Windows"
36931,"MacOS"
36946,"Windows"
36950,"Linux-based"
36976,"Windows"
36992,"Windows"
36993,"Linux-based"
36994,"Windows"
37007,"Linux-based"
37045,"Windows"
37055,"Windows"
37062,"Windows"
37066,"Windows"
37068,"Linux-based"
37075,"Windows"
37076,"MacOS"
37077,"Windows"
37081,"Windows"
37083,"MacOS"
37086,"Windows"
37088,"MacOS"
37089,"MacOS"
37094,"Windows"
37100,"Windows"
37111,"Windows"
37112,"Linux-based"
37116,"MacOS"
37127,"Linux-based"
37135,"Windows"
37140,"MacOS"
37157,"Windows"
37160,"Windows"
37163,"Windows"
37169,"Windows"
37178,"Linux-based"
37184,"MacOS"
37188,"Windows"
37206,"Linux-based"
37223,"MacOS"
37224,"Linux-based"
37232,"MacOS"
37233,"Windows"
37234,"Windows"
37237,"Linux-based"
37248,"MacOS"
37262,"MacOS"
37265,"MacOS"
37274,"MacOS"
37281,"MacOS"
37283,"Windows"
37286,"Windows"
37307,"MacOS"
37311,"Linux-based"
37316,"Windows"
37318,"MacOS"
37331,"Windows"
37338,"Windows"
37347,"Windows"
37362,"Windows"
37372,"Windows"
37374,"Windows"
37379,"Windows"
37396,"Linux-based"
37410,"MacOS"
37418,"Windows"
37430,"Windows"
37434,"MacOS"
37436,"Windows"
37442,"Windows"
37452,"Linux-based"
37453,"Windows"
37455,"MacOS"
37459,"Linux-based"
37465,"Windows"
37467,"Windows"
37477,"Linux-based"
37481,"Linux-based"
37482,"Windows"
37496,"Windows"
37505,"Windows"
37516,"MacOS"
37517,"Linux-based"
37520,"Windows"
37522,"Linux-based"
37533,"MacOS"
37545,"Windows"
37551,"MacOS"
37553,"MacOS"
37556,"MacOS"
37557,"Windows"
37564,"Windows"
37565,"MacOS"
37566,"MacOS"
37572,"Windows"
37580,"Windows"
37582,"MacOS"
37587,"Windows"
37597,"Linux-based"
37599,"Linux-based"
37600,"Windows"
37602,"Windows"
37610,"MacOS"
37614,"Windows"
37619,"Windows"
37625,"MacOS"
37629,"Windows"
37631,"MacOS"
37632,"MacOS"
37645,"Windows"
37648,"Windows"
37649,"Windows"
37656,"Windows"
37661,"Windows"
37663,"Windows"
37667,"MacOS"
37669,"Windows"
37674,"Windows"
37681,"Windows"
37682,"Windows"
37706,"Linux-based"
37708,"Windows"
37717,"Windows"
37719,"MacOS"
37727,"Windows"
37739,"Linux-based"
37742,"Windows"
37745,"Linux-based"
37746,"Windows"
37748,"MacOS"
37752,"Linux-based"
37755,"Windows"
37762,"MacOS"
37763,"Windows"
37764,"Windows"
37771,"Windows"
37790,"Windows"
37792,"Windows"
37793,"Windows"
37826,"Windows"
37837,"Windows"
37841,"Windows"
37842,"Linux-based"
37843,"Linux-based"
37849,"Windows"
37857,"Windows"
37863,"Windows"
37869,"Linux-based"
37874,"Windows"
37875,"Windows"
37883,"MacOS"
37896,"Linux-based"
37899,"Linux-based"
37905,"Linux-based"
37906,"Windows"
37909,"Windows"
37911,"Windows"
37915,"Linux-based"
37923,"Linux-based"
37934,"Linux-based"
37937,"MacOS"
37940,"Linux-based"
37944,"Windows"
37945,"Windows"
37962,"Windows"
37971,"MacOS"
37977,"MacOS"
37982,"Windows"
37984,NA
37990,"Windows"
38017,"Windows"
38019,"Windows"
38029,"MacOS"
38031,"Windows"
38036,NA
38039,"Windows"
38043,"Linux-based"
38045,"Windows"
38053,"Linux-based"
38058,"Windows"
38062,"Windows"
38069,"Windows"
38074,"Linux-based"
38083,"MacOS"
38084,"MacOS"
38088,"Linux-based"
38091,"Linux-based"
38099,"Windows"
38124,"MacOS"
38128,"Windows"
38141,"Windows"
38151,"Linux-based"
38156,NA
38159,"Windows"
38164,"MacOS"
38167,"Windows"
38169,"Windows"
38171,"Windows"
