"Respondent","Platform1","Platform2","Platform3","Platform4","Platform5","Platform6","Platform7","Platform8","Platform9","Platform10","Platform11","Platform12","Platform13","Platform14","Platform15","Platform16"
28416,"AWS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28434,"Linux","Windows","WordPress",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28445,"Docker","Heroku","Slack","Windows",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28469,"Android","iOS","Windows",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28472,"Android","Docker","Kubernetes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28474,"Android","Windows",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28478,"Windows",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28481,"Linux",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28492,"AWS","Docker",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28494,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28495,"AWS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28497,"Docker","Kubernetes","Linux","WordPress",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28512,"Docker","Linux",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28513,"AWS","Docker","Linux",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28531,"Android","Google Cloud Platform","IBM Cloud or Watson","Linux","Windows","WordPress",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28537,"Docker","Linux","MacOS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28540,"AWS","Heroku","Linux","MacOS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28551,"Docker","Heroku","Kubernetes","Microsoft Azure","Windows",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28552,"Android","Heroku","Linux","Slack","Windows",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28555,"Linux","Windows",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28560,"AWS","Docker","Linux","Windows",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28569,"Linux","Raspberry Pi","Slack","Windows",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28571,"Docker","Kubernetes","Linux","Microsoft Azure","Windows",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28575,"Windows",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28576,"Android","Linux",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28581,"Android","Arduino","AWS","Docker","Linux","MacOS","Raspberry Pi","Windows",NA,NA,NA,NA,NA,NA,NA,NA
28586,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28592,"AWS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28594,"Linux","MacOS","Slack","Windows",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28597,"AWS","Docker","Linux","MacOS","Windows",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28601,"Android","Linux","MacOS","Windows",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28608,"Linux","Windows",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28610,"Docker","Google Cloud Platform","Linux","MacOS","Raspberry Pi","Slack",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28614,"IBM Cloud or Watson","Linux","Windows",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28620,"Docker","Linux","MacOS","Windows",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28621,"AWS","Docker","Linux",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28628,"Docker","Linux","MacOS","Windows",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28634,"AWS","Docker","Kubernetes","MacOS","Slack","Windows",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28636,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28642,"Linux","Windows",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28650,"Linux","Raspberry Pi","Slack",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28653,"Android","Arduino","Docker","Linux","Slack",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28663,"Google Cloud Platform","Linux","Windows","WordPress",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28667,"AWS","Linux","Raspberry Pi","Slack","Windows",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28670,"Arduino","Docker","Linux","MacOS","Raspberry Pi","Slack","Windows",NA,NA,NA,NA,NA,NA,NA,NA,NA
28681,"Docker","Google Cloud Platform","Kubernetes","Linux","MacOS","Microsoft Azure","Raspberry Pi","Slack","WordPress",NA,NA,NA,NA,NA,NA,NA
28682,"Android","Heroku","Linux",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28693,"Google Cloud Platform","Linux","Microsoft Azure",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28705,"AWS","Docker","Heroku","Linux",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28720,"Linux","Windows",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28731,"IBM Cloud or Watson",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28741,"Android","Windows",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28743,"Android","Linux",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28747,"Windows",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28750,"Docker","Linux","Windows",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28754,"Linux","Windows",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28769,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28777,"Linux",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28782,"Docker","Linux","Windows",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28786,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28793,"AWS","Heroku","iOS","MacOS","Slack","Windows","WordPress",NA,NA,NA,NA,NA,NA,NA,NA,NA
28795,"AWS","Docker","Google Cloud Platform","Kubernetes","Linux",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28796,"AWS","Linux",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28800,"Windows",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28816,"Docker","Google Cloud Platform","Linux","MacOS","Microsoft Azure","Windows",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28828,"Google Cloud Platform","Slack","Windows",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28829,"Android","AWS","Docker","Google Cloud Platform","iOS","Kubernetes","Linux","Raspberry Pi","WordPress",NA,NA,NA,NA,NA,NA,NA
28837,"Docker","Linux",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28838,"Linux","Windows",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28854,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28856,"Linux","Raspberry Pi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28858,"Linux","MacOS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28864,"Linux","Raspberry Pi","Windows","WordPress",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28872,"Linux","Windows",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28873,"Android","AWS","iOS","Linux","Slack","Windows","WordPress",NA,NA,NA,NA,NA,NA,NA,NA,NA
28879,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28882,"Android","Google Cloud Platform","Kubernetes","Linux",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28892,"AWS","Microsoft Azure",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28908,"Android","Arduino","AWS","Docker","Google Cloud Platform","Linux","Raspberry Pi",NA,NA,NA,NA,NA,NA,NA,NA,NA
28911,"Google Cloud Platform","Linux","MacOS","Windows",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28912,"Windows",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28921,"AWS","Docker","Kubernetes","MacOS","Raspberry Pi","Slack","Windows",NA,NA,NA,NA,NA,NA,NA,NA,NA
28929,"Windows",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28936,"AWS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28938,"Linux","Raspberry Pi","Windows",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28947,"Android","Arduino",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28951,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28952,"Docker","Google Cloud Platform","Linux","Microsoft Azure","Raspberry Pi","Windows",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28959,"Android","Arduino","AWS","Docker","Heroku","Linux","Slack","Windows","WordPress",NA,NA,NA,NA,NA,NA,NA
28969,"Docker","Linux","MacOS","Slack",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28974,"AWS","Docker","Google Cloud Platform","Kubernetes","Linux",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28982,"Linux","Windows",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28983,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28986,"Docker",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28988,"Microsoft Azure","Windows","WordPress",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29001,"Android","iOS","Microsoft Azure","Windows","WordPress",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29002,"Android","Arduino","iOS","Windows",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29010,"AWS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29017,"Arduino","Google Cloud Platform","Raspberry Pi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29020,"MacOS","Windows",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29021,"Android",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29040,"Google Cloud Platform","Linux","Windows",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29041,"AWS","Docker","Linux",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29045,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29052,"IBM Cloud or Watson","Linux","Slack",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29054,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29079,"AWS","Docker","Linux",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29081,"Linux",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29086,"AWS","IBM Cloud or Watson","Microsoft Azure","Slack",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29111,"AWS","Docker","Linux","MacOS","Slack",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29113,"AWS","Heroku","Slack","Windows",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29118,"Microsoft Azure",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29121,"AWS","Docker","Linux","MacOS","Slack",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29129,"Microsoft Azure","Windows",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29141,"AWS","Docker","Linux","MacOS","Slack","Windows",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29142,"Android","Docker","Raspberry Pi","Windows","WordPress",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29147,"Heroku",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29150,"Android","Docker","Kubernetes","Linux","Raspberry Pi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29171,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29173,"Linux","Slack",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29177,"AWS","Docker","Google Cloud Platform","Heroku","IBM Cloud or Watson","iOS","Kubernetes","Linux","MacOS","Raspberry Pi","Slack","Windows","WordPress",NA,NA,NA
29188,"Android","AWS","Linux","Microsoft Azure","Slack","Windows",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29195,"AWS","MacOS","Slack",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29197,"AWS","Docker","Google Cloud Platform","Heroku","MacOS","Slack",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29207,"Android","iOS","Microsoft Azure","Windows",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29208,"Android","Windows",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29216,"AWS","Docker","Google Cloud Platform","Kubernetes","Linux",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29217,"Android","Linux","Windows",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29218,"Android","Docker","Google Cloud Platform","Kubernetes","Linux","MacOS","Microsoft Azure","Windows","WordPress",NA,NA,NA,NA,NA,NA,NA
29222,"Arduino","AWS","Docker","Google Cloud Platform","Linux","Microsoft Azure","Windows","WordPress",NA,NA,NA,NA,NA,NA,NA,NA
29234,"Android","iOS","Linux","MacOS","Windows",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29241,"AWS","Docker","Kubernetes","Linux","Slack",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29247,"Linux","Microsoft Azure","Windows",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29259,"Docker","Raspberry Pi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29274,"Linux",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29290,"Windows",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29306,"Google Cloud Platform",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29308,"Linux","Windows",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29314,"Linux",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29318,"WordPress",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29324,"Docker","Google Cloud Platform","Linux","Slack","Windows",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29327,"Linux","Windows",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29339,"Windows",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29348,"AWS","Docker","Linux","MacOS","Microsoft Azure","Raspberry Pi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29349,"Docker","Linux","Raspberry Pi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29356,"Google Cloud Platform","Windows",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29357,"AWS","Windows",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29362,"AWS","Google Cloud Platform","Linux","MacOS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29364,"Android","Arduino","Linux","Raspberry Pi","Windows","WordPress",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29374,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29375,"Android","Docker","Linux","Microsoft Azure","Windows","WordPress","Other(s):",NA,NA,NA,NA,NA,NA,NA,NA,NA
29398,"Windows",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29403,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29405,"AWS","Docker","Linux","MacOS","Slack",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29407,"Linux","Windows",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29417,"WordPress",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29419,"MacOS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29422,"AWS","Linux","Slack",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29430,"Linux","MacOS","Windows",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29438,"Linux","Raspberry Pi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29444,"Linux",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29454,"Docker","Kubernetes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29458,"AWS","Docker","Kubernetes","Linux",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29473,"AWS","WordPress",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29477,"AWS","Docker","Linux","MacOS","Slack",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29481,"Android","Docker","Kubernetes","Slack","Windows","WordPress",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29484,"Linux",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29486,"AWS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29487,"Windows",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29497,"AWS","Docker","Heroku","Linux","MacOS","WordPress",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29502,"Linux","MacOS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29506,"AWS","Google Cloud Platform","Linux","MacOS","Windows",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29512,"Android","Arduino","AWS","Heroku","iOS","MacOS","WordPress",NA,NA,NA,NA,NA,NA,NA,NA,NA
29516,"AWS","Docker","Kubernetes","Linux","Slack","Windows",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29517,"AWS","Docker","Google Cloud Platform","Heroku","iOS","Linux","MacOS","Microsoft Azure","Raspberry Pi","Windows",NA,NA,NA,NA,NA,NA
29519,"AWS","Docker","Linux","MacOS","WordPress",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29520,"Raspberry Pi","Windows",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29525,"Windows","WordPress",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29526,"Android","Docker","Linux","Microsoft Azure","Raspberry Pi","Windows",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29527,"AWS","Google Cloud Platform","Windows",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29543,"AWS","Docker","Linux","Slack","Windows",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29557,"Arduino",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29576,"Linux",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29580,"AWS","Linux","MacOS","Raspberry Pi","WordPress",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29584,"AWS","Docker","Kubernetes","Linux","MacOS","Slack",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29585,"AWS","Docker","Google Cloud Platform","Linux","Other(s):",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29586,"AWS","Docker","Google Cloud Platform","Heroku","Linux","MacOS","Slack",NA,NA,NA,NA,NA,NA,NA,NA,NA
29587,"Docker","Linux","MacOS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29588,"Android","Docker","Google Cloud Platform","Linux","MacOS","Slack","Windows",NA,NA,NA,NA,NA,NA,NA,NA,NA
29589,"Docker","Linux","Windows",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29613,"Arduino","AWS","Docker","Linux","MacOS","Raspberry Pi","Windows",NA,NA,NA,NA,NA,NA,NA,NA,NA
29626,"Docker","Linux",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29628,"Android","Arduino","MacOS","Windows",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29633,"Heroku","Linux","MacOS","Slack","Windows",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29637,"Android","AWS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29642,"AWS","Microsoft Azure","Slack","Windows",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29647,"AWS","Heroku","Linux","Slack","Windows",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29656,"Linux","Windows",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29661,"Linux",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29662,"AWS","Docker","Google Cloud Platform","MacOS","Raspberry Pi","Slack","Windows",NA,NA,NA,NA,NA,NA,NA,NA,NA
29669,"AWS","Google Cloud Platform",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29675,"Android",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29676,"Arduino","Microsoft Azure","Raspberry Pi","Windows",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29678,"Android","AWS","Docker","IBM Cloud or Watson","Microsoft Azure","Windows",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29684,"AWS","Linux","MacOS","Windows",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29689,"Docker","Heroku","Linux","MacOS","Slack",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29691,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29698,"Android","Arduino",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29699,"AWS","Windows",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29705,"AWS","Docker","WordPress",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29710,"Android","Arduino","Linux","Raspberry Pi","Windows","WordPress",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29717,"Android","Arduino","AWS","Google Cloud Platform","IBM Cloud or Watson","Linux","Microsoft Azure","Slack","Windows",NA,NA,NA,NA,NA,NA,NA
29720,"AWS","Docker","iOS","Linux",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29728,"AWS","Docker","Kubernetes","MacOS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29730,"AWS","Docker","Heroku","MacOS","Slack",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29734,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29751,"Docker","Windows",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29760,"Other(s):",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29763,"Arduino","Raspberry Pi","Windows",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29777,"Android","iOS","Linux","MacOS","Windows",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29791,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29796,"Linux","Windows",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29803,"Linux","Windows",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29805,"Google Cloud Platform",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29813,"WordPress",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29816,"Raspberry Pi","Windows",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29830,"Docker","Google Cloud Platform","Kubernetes","Linux","Raspberry Pi","Slack",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29840,"Linux","MacOS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29844,"Linux",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29845,"Docker","Linux","MacOS","Windows","WordPress",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29851,"Android","AWS","Microsoft Azure","Raspberry Pi","Slack","Windows",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29858,"AWS","Docker","Linux","Slack","Windows","WordPress",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29866,"Android","Arduino","AWS","Docker","Google Cloud Platform","iOS","Kubernetes","Linux","Microsoft Azure","Raspberry Pi","Slack","WordPress","Other(s):",NA,NA,NA
29867,"AWS","IBM Cloud or Watson","Linux","Slack","WordPress",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29874,"Linux","Windows",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29881,"Microsoft Azure","Windows",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29885,"AWS","Docker","Google Cloud Platform","Kubernetes","Linux","Windows","WordPress",NA,NA,NA,NA,NA,NA,NA,NA,NA
