"Respondent","Language1","Language2","Language3","Language4","Language5","Language6","Language7","Language8","Language9","Language10","Language11","Language12","Language13","Language14","Language15","Language16","Language17","Language18","Language19","Language20","Language21","Language22","Language23","Language24","Language25"
7921,"Swift",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7922,"Bash/Shell/PowerShell","C++","C#","HTML/CSS","Java","JavaScript","PHP","Python","R","Ruby","SQL","VBA","Other(s):",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7925,"Python","SQL","VBA","Other(s):",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7951,"Bash/Shell/PowerShell","C#","Go","HTML/CSS","Java","JavaScript","Python","Rust","Scala","SQL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7960,"Bash/Shell/PowerShell","HTML/CSS","Java","JavaScript","PHP","Python","SQL","VBA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7963,"Assembly","HTML/CSS","JavaScript","R","Ruby","SQL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7967,"Bash/Shell/PowerShell","C","C++","C#","HTML/CSS","JavaScript","Objective-C","Python","R","SQL","TypeScript","VBA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7976,"Bash/Shell/PowerShell","C++","C#","HTML/CSS","Java","JavaScript","PHP","Python","SQL","TypeScript",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7986,"Bash/Shell/PowerShell","C++","HTML/CSS","JavaScript","PHP","Python","SQL","TypeScript",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7992,"JavaScript","Python","Rust","SQL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7996,"Bash/Shell/PowerShell","C++","C#","HTML/CSS","Java","JavaScript","PHP","SQL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8006,"Python","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8010,"Bash/Shell/PowerShell","Python","R","SQL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8015,"Assembly","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8017,"Bash/Shell/PowerShell","C#","Go","HTML/CSS","JavaScript","Python","Ruby","SQL","TypeScript",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8018,"Bash/Shell/PowerShell","Java","Python","R","Scala","SQL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8039,"Assembly","C#","Dart","SQL","Other(s):",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8042,"Bash/Shell/PowerShell","Python","Other(s):",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8046,"Bash/Shell/PowerShell","C","Python",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8049,"Bash/Shell/PowerShell","C","C++","Java","JavaScript","Kotlin","Python","SQL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8050,"Go","HTML/CSS","JavaScript","Python","SQL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8056,"Bash/Shell/PowerShell","HTML/CSS","JavaScript","PHP","Python","SQL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8058,"HTML/CSS","JavaScript","Python","VBA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8070,"Bash/Shell/PowerShell","C++","Go","HTML/CSS","JavaScript","Python","Rust","Other(s):",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8071,"F#","HTML/CSS","Python","R","SQL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8078,"HTML/CSS","JavaScript","PHP","Python",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8083,"Bash/Shell/PowerShell","Java","SQL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8085,"C","Java","JavaScript","Kotlin","Python","SQL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8087,"Assembly","C","C++","C#","HTML/CSS","Java","JavaScript","R","SQL","TypeScript","VBA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8088,"Assembly","Bash/Shell/PowerShell","C","HTML/CSS","Java","JavaScript","PHP","Python","R","SQL","Other(s):",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8090,"Go","HTML/CSS","Java","JavaScript","PHP","Python","R","SQL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8097,"Python","Scala","SQL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8103,"Bash/Shell/PowerShell","Go","Python","R","SQL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8104,"Bash/Shell/PowerShell","C","C++","HTML/CSS","JavaScript","Python","R","Ruby","SQL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8105,"Python",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8112,"Bash/Shell/PowerShell","HTML/CSS","Java","JavaScript","Python","SQL","TypeScript","Other(s):",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8116,"Bash/Shell/PowerShell","C","C++","C#","Dart","HTML/CSS","JavaScript","Python","R","TypeScript","Other(s):",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8118,"JavaScript","Python",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8126,"JavaScript","PHP","SQL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8131,"C#","Python","SQL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8132,"Bash/Shell/PowerShell","C++","Java","Python",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8135,"C#","Java","SQL","VBA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8136,"Bash/Shell/PowerShell","Dart","Go","HTML/CSS","JavaScript","Python","Ruby","SQL","TypeScript",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8142,"Assembly","Bash/Shell/PowerShell","C","HTML/CSS","Java","PHP","SQL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8146,"Bash/Shell/PowerShell","HTML/CSS","Java","JavaScript","Python","SQL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8155,"JavaScript","Python",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8159,"Assembly","Bash/Shell/PowerShell","C","C++","Objective-C","Other(s):",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8161,"C#","HTML/CSS","JavaScript","PHP","SQL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8162,"Bash/Shell/PowerShell","C#","Java","Python","Scala","SQL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8164,"Python","SQL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8173,"Elixir","HTML/CSS","Java","JavaScript","Python","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8175,"R","SQL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8177,"C++","C#","HTML/CSS","JavaScript","Python","R","SQL","Other(s):",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8179,"C","C++","C#","HTML/CSS","Java","JavaScript","PHP","R","Ruby","SQL","TypeScript",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8184,"Assembly","Bash/Shell/PowerShell","C","C++","HTML/CSS","JavaScript","Python","Rust",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8186,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8192,"C#","HTML/CSS","Java","JavaScript","Kotlin","PHP","Python","SQL","TypeScript",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8203,"Ruby","Scala",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8213,"Java","JavaScript","Ruby","SQL","TypeScript",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8215,"C","C++","HTML/CSS","JavaScript","Python",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8216,"Java","Python","Ruby","SQL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8222,"C#","HTML/CSS","JavaScript","Python","SQL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8230,"Python","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8231,"JavaScript","Python","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8239,"HTML/CSS","JavaScript","Python","SQL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8252,"Java","Python",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8260,"C#","HTML/CSS","JavaScript","SQL","VBA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8267,"Assembly","C#","Erlang","Java","SQL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8275,"Python","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8303,"Bash/Shell/PowerShell","Python","R","Ruby","SQL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8313,"Bash/Shell/PowerShell","Java","Other(s):",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8315,"Bash/Shell/PowerShell","C","C++","Go","HTML/CSS","JavaScript","Objective-C","Python","SQL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8318,"C","HTML/CSS","Java","JavaScript","Python","R","Scala","SQL","TypeScript",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8325,"Bash/Shell/PowerShell","HTML/CSS","Python","Scala","SQL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8328,"Bash/Shell/PowerShell","Python",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8329,"C#","HTML/CSS","JavaScript","PHP","TypeScript",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8339,"HTML/CSS","Java","JavaScript","Python","SQL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8341,"Clojure","HTML/CSS","Java","Python","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8343,"HTML/CSS","Java","Python","SQL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8350,"HTML/CSS","JavaScript","Python","SQL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8363,"Bash/Shell/PowerShell","HTML/CSS","JavaScript","PHP","Rust","SQL","TypeScript",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8367,"Python","SQL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8369,"Bash/Shell/PowerShell","Python",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8380,"HTML/CSS","JavaScript","PHP","SQL","TypeScript",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8382,"HTML/CSS","JavaScript","TypeScript",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8386,"Assembly","Bash/Shell/PowerShell","C","C++","C#","Dart","HTML/CSS","Java","JavaScript","PHP","Python","R","SQL","TypeScript",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8388,"Elixir","Erlang","JavaScript","PHP","SQL","TypeScript",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8394,"HTML/CSS","JavaScript","R","SQL","VBA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8398,"Assembly","Bash/Shell/PowerShell","C++","HTML/CSS","JavaScript","PHP","Python",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8408,"C++","Python",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8417,"C#","JavaScript","SQL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8419,"Bash/Shell/PowerShell","Python","R","SQL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8420,"Java","JavaScript","Scala","SQL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8424,"Bash/Shell/PowerShell","C","C++","C#","Go","HTML/CSS","Java","JavaScript","Kotlin","Python","SQL","Swift",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8430,"Java","Rust",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8444,"Assembly","Bash/Shell/PowerShell","C","C++","HTML/CSS","Java","JavaScript","PHP","Python","SQL","VBA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8454,"HTML/CSS","JavaScript","Python",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8458,"JavaScript","PHP","SQL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8468,"R","SQL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8487,"Bash/Shell/PowerShell","C#","HTML/CSS","Java","JavaScript","Kotlin","PHP","SQL","TypeScript",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8489,"Assembly","Bash/Shell/PowerShell","C","C++","Python","WebAssembly","Other(s):",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8491,"C","C++","C#","HTML/CSS","Java","JavaScript","PHP","Python","TypeScript",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8493,"HTML/CSS","Java","JavaScript","SQL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8506,"Bash/Shell/PowerShell","Python","R","SQL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8517,"Python","SQL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8522,"HTML/CSS","SQL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8530,"Bash/Shell/PowerShell","Python","SQL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8532,"Bash/Shell/PowerShell","C#","HTML/CSS","JavaScript","Python",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8543,"Java","JavaScript","SQL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8548,"JavaScript","SQL","TypeScript",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8549,"Assembly","Bash/Shell/PowerShell","C","C++","C#","Java","JavaScript","PHP","SQL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8550,"HTML/CSS","JavaScript","PHP","SQL","VBA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8553,"HTML/CSS","JavaScript","Python","TypeScript",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8554,"R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8556,"Bash/Shell/PowerShell","Go","Java","JavaScript","Rust","SQL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8584,"C++","C#","Python","SQL","VBA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8602,"C++","HTML/CSS","Python",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8609,"HTML/CSS","JavaScript","R","SQL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8616,"C","C++","C#","HTML/CSS","Java","JavaScript","Kotlin","PHP","SQL","TypeScript",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8617,"C++","Python","SQL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8626,"Bash/Shell/PowerShell","HTML/CSS","JavaScript","Python","R","SQL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8636,"Bash/Shell/PowerShell","C","C++","HTML/CSS","Java","JavaScript","PHP","SQL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8661,"Bash/Shell/PowerShell","C","C++","C#","Elixir","Erlang","Go","HTML/CSS","Java","JavaScript","Python","Other(s):",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8673,"HTML/CSS","Java","JavaScript","Kotlin","Python","Ruby","SQL","TypeScript","WebAssembly",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8682,"Bash/Shell/PowerShell","Java","Python","R","Swift",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8683,"Java","Other(s):",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8684,"Java","JavaScript",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8688,"Bash/Shell/PowerShell","HTML/CSS","JavaScript","Python","SQL","TypeScript",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8690,"C#","Python",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8701,"Bash/Shell/PowerShell","C","C++","Go","HTML/CSS","Java","JavaScript","PHP","Python","R","SQL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8703,"Assembly","Bash/Shell/PowerShell","C","C++","C#","Clojure","Dart","Elixir","Erlang","F#","Go","HTML/CSS","Java","Kotlin","Objective-C","PHP","Python","R","Ruby","Scala","SQL","Swift","TypeScript","VBA","WebAssembly"
8708,"Bash/Shell/PowerShell","C","Java","Python","R","Scala","SQL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8715,"Python","SQL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8718,"Bash/Shell/PowerShell","HTML/CSS","Java","JavaScript","PHP","SQL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8727,"C#","HTML/CSS","JavaScript","Python","SQL","VBA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8734,"HTML/CSS","Java","JavaScript","Python","SQL","TypeScript",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8738,"C","HTML/CSS","Java","JavaScript","PHP","Python","SQL","VBA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8741,"Bash/Shell/PowerShell","Go","HTML/CSS","Java","JavaScript","PHP","Python","R","Other(s):",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8749,"Bash/Shell/PowerShell","C++","HTML/CSS","PHP","Python","TypeScript",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8762,"Assembly","Bash/Shell/PowerShell","C","HTML/CSS","Java","PHP","Python","Ruby","Scala","SQL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8768,"C++","C#","HTML/CSS","SQL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8769,"Assembly","Bash/Shell/PowerShell","C","C++","Java","PHP","SQL","TypeScript","VBA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8771,"C","C++","C#","HTML/CSS","Java","JavaScript",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8804,"Assembly","Bash/Shell/PowerShell","C","Go","Python",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8811,"Bash/Shell/PowerShell","C#","HTML/CSS","Java","JavaScript","Kotlin","PHP","Python","Ruby","SQL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8815,"HTML/CSS","SQL","VBA","Other(s):",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8817,"HTML/CSS","Java","JavaScript","Python","SQL","Other(s):",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8822,"Bash/Shell/PowerShell","HTML/CSS","Java","JavaScript","Kotlin","PHP","Python","Ruby","SQL","Other(s):",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8831,"Bash/Shell/PowerShell","HTML/CSS","JavaScript","R","SQL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8842,"Bash/Shell/PowerShell","C#","Java","SQL","VBA","Other(s):",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8863,"C#","HTML/CSS","JavaScript","TypeScript","Other(s):",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8864,"Bash/Shell/PowerShell","C","C++","HTML/CSS","Java","Python",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
