"Respondent","Age","Gender","Ethnicity","Country","UndergradMajor","JobSat"
21650,35,"Man","White or of European descent","Germany","A business discipline (ex. accounting, finance, marketing)","Neither satisfied nor dissatisfied"
21653,33,"Man","Middle Eastern;White or of European descent","United States","A natural science (ex. biology, chemistry, physics)","Very dissatisfied"
21670,21,"Man","White or of European descent","United Kingdom","Computer science, computer engineering, or software engineering","Slightly satisfied"
21672,NA,"Man",NA,"Nepal","Computer science, computer engineering, or software engineering","Neither satisfied nor dissatisfied"
21673,12,"Woman",NA,"India","Computer science, computer engineering, or software engineering",NA
21678,30,"Man","White or of European descent","Brazil","A business discipline (ex. accounting, finance, marketing)","Neither satisfied nor dissatisfied"
21685,42,"Man","Black or of African descent","Kenya","Mathematics or statistics","Slightly satisfied"
21697,33,"Man","White or of European descent","Canada","Computer science, computer engineering, or software engineering","Neither satisfied nor dissatisfied"
21699,25,"Man","East Asian;White or of European descent;Biracial","United States","Another engineering discipline (ex. civil, electrical, mechanical)","Neither satisfied nor dissatisfied"
21701,42,"Man","White or of European descent","United Kingdom",NA,"Slightly satisfied"
21706,23,"Man",NA,"Indonesia","Information systems, information technology, or system administration",NA
21709,27,"Man","White or of European descent","Portugal","Computer science, computer engineering, or software engineering","Slightly dissatisfied"
21713,22,"Man","White or of European descent","Russian Federation",NA,NA
21718,24,"Man","White or of European descent","United Kingdom","Mathematics or statistics","Slightly satisfied"
21720,22,"Man",NA,"France","Computer science, computer engineering, or software engineering","Very dissatisfied"
21730,35,"Man","Black or of African descent;Biracial","United States","Another engineering discipline (ex. civil, electrical, mechanical)","Slightly satisfied"
21732,42,"Man","White or of European descent","United States","A natural science (ex. biology, chemistry, physics)","Slightly dissatisfied"
21740,NA,"Woman;Man","Black or of African descent;Hispanic or Latino/Latina;South Asian;White or of European descent;Biracial","United States","Fine arts or performing arts (ex. graphic design, music, studio art)","Slightly dissatisfied"
21751,24,"Man",NA,"Colombia","Computer science, computer engineering, or software engineering","Very satisfied"
21752,56,"Woman","White or of European descent","Canada","A social science (ex. anthropology, psychology, political science)",NA
21760,58,"Man","White or of European descent","Canada","Another engineering discipline (ex. civil, electrical, mechanical)","Slightly satisfied"
21764,54,"Man","White or of European descent","Denmark","Computer science, computer engineering, or software engineering","Very satisfied"
21768,NA,"Man","White or of European descent","United States","Computer science, computer engineering, or software engineering",NA
21785,NA,"Man","White or of European descent","Brazil","Computer science, computer engineering, or software engineering","Neither satisfied nor dissatisfied"
21790,25,"Man","White or of European descent","Poland","Computer science, computer engineering, or software engineering","Very satisfied"
21804,28,"Man","Black or of African descent","Cameroon","Information systems, information technology, or system administration","Slightly dissatisfied"
21820,24,"Man","Black or of African descent","United Kingdom","Computer science, computer engineering, or software engineering","Very satisfied"
21821,29,NA,NA,"United States","Mathematics or statistics","Slightly satisfied"
21828,34,"Man","White or of European descent","Australia","Fine arts or performing arts (ex. graphic design, music, studio art)","Slightly dissatisfied"
21848,34,"Man","South Asian","India","Computer science, computer engineering, or software engineering","Slightly satisfied"
21849,27,"Man","Biracial;Multiracial","Indonesia","Computer science, computer engineering, or software engineering","Very satisfied"
21855,21,"Man","White or of European descent","Spain","Computer science, computer engineering, or software engineering","Neither satisfied nor dissatisfied"
21857,NA,NA,NA,"United States","Computer science, computer engineering, or software engineering","Slightly satisfied"
21876,53,"Man","Black or of African descent","United States","Information systems, information technology, or system administration","Very dissatisfied"
21886,24,"Man","White or of European descent","Bulgaria","Information systems, information technology, or system administration","Very satisfied"
21896,23,"Woman",NA,"India","Computer science, computer engineering, or software engineering","Neither satisfied nor dissatisfied"
21901,29,"Man","Multiracial","Germany","Another engineering discipline (ex. civil, electrical, mechanical)","Slightly satisfied"
21902,34,"Man","White or of European descent","United Kingdom","Another engineering discipline (ex. civil, electrical, mechanical)",NA
21917,34,"Man","White or of European descent","United States","Web development or web design",NA
21920,19,"Man","Middle Eastern;Multiracial","Turkey","Computer science, computer engineering, or software engineering",NA
21925,37,"Man","South Asian","Pakistan","Computer science, computer engineering, or software engineering","Very dissatisfied"
21931,NA,"Man","East Asian","United States","A health science (ex. nursing, pharmacy, radiology)","Slightly satisfied"
21935,40,"Man","Hispanic or Latino/Latina","Uruguay","Computer science, computer engineering, or software engineering","Very satisfied"
21942,55,"Man","White or of European descent","Canada","Computer science, computer engineering, or software engineering","Very satisfied"
21948,39,"Woman;Man","Multiracial","Mexico","Information systems, information technology, or system administration","Slightly dissatisfied"
21955,21,"Man","Multiracial","Brazil",NA,NA
21963,NA,"Man","South Asian;Multiracial","India","Computer science, computer engineering, or software engineering","Slightly satisfied"
